Product,hazır,Week Number,Year
Product 2002,486.4,W45,2024
Product 1549,19.88,W45,2024
Product 1549,28.4,W45,2024
Product 1549,28.4,W45,2024
Product 1549,28.4,W45,2024
Product 1549,333.7,W45,2024
Product 1549,19.88,W45,2024
Product 1549,738.4,W45,2024
Product 1549,31.24,W45,2024
Product 1549,677.34,W45,2024
Product 1553,1.42,W45,2024
Product 1553,5.68,W45,2024
Product 1553,5.68,W45,2024
Product 1553,258.44,W45,2024
Product 1553,11.36,W45,2024
Product 1553,335.12,W45,2024
Product 1922,1945.6,W45,2024
Product 1924,409.6,W45,2024
Product 2119,432.0,W45,2024
Product 1554,22.72,W45,2024
Product 1554,25.56,W45,2024
Product 1554,28.4,W45,2024
Product 1554,34.08,W45,2024
Product 1554,313.82,W45,2024
Product 1554,391.92,W45,2024
Product 1749,47.52,W45,2024
Product 1749,1188.0,W45,2024
Product 1135,21.212,W45,2024
Product 1782,614.4,W45,2024
Product 14,100.0,W45,2024
Product 116,288.0,W45,2024
Product 116,288.0,W45,2024
Product 1555,184.6,W45,2024
Product 1555,221.52,W45,2024
Product 1555,221.52,W45,2024
Product 1555,258.44,W45,2024
Product 1555,258.44,W45,2024
Product 1555,258.44,W45,2024
Product 1555,26.98,W45,2024
Product 1555,1689.8,W45,2024
Product 1861,799.2,W45,2024
Product 1931,25.6,W45,2024
Product 1931,153.6,W45,2024
Product 1933,9.6,W45,2024
Product 1933,102.4,W45,2024
Product 1933,20.48,W45,2024
Product 1933,134.4,W45,2024
Product 1057,60.0,W45,2024
Product 1057,60.0,W45,2024
Product 1057,60.0,W45,2024
Product 1057,120.0,W45,2024
Product 1057,180.0,W45,2024
Product 1565,295.36,W45,2024
Product 1565,553.8,W45,2024
Product 1565,996.84,W45,2024
Product 1566,147.68,W45,2024
Product 1566,147.68,W45,2024
Product 1566,184.6,W45,2024
Product 1566,184.6,W45,2024
Product 1566,221.52,W45,2024
Product 1555,7.1,W45,2024
Product 1555,14.2,W45,2024
Product 1555,5.68,W45,2024
Product 1555,19.88,W45,2024
Product 1555,103.66,W45,2024
Product 13,200.0,W45,2024
Product 2100,1036.8,W45,2024
Product 1555,302.46,W45,2024
Product 1555,1292.2,W45,2024
Product 1555,8.52,W45,2024
Product 1555,14.2,W45,2024
Product 1555,231.46,W45,2024
Product 326,19.44,W45,2024
Product 326,4.32,W45,2024
Product 240,198.0,W45,2024
Product 278,4838.4,W45,2024
Product 1911,889.6,W45,2024
Product 1859,669.6,W45,2024
Product 1859,86.4,W45,2024
Product 1860,583.2,W45,2024
Product 1860,7.2,W45,2024
Product 241,990.0,W45,2024
Product 240,198.0,W45,2024
Product 239,1716.0,W45,2024
Product 1553,7.1,W45,2024
Product 1553,18.46,W45,2024
Product 1553,4.26,W45,2024
Product 1553,28.4,W45,2024
Product 1553,35.5,W45,2024
Product 1553,258.44,W45,2024
Product 1553,258.44,W45,2024
Product 1553,627.64,W45,2024
Product 1553,28.4,W45,2024
Product 698,1.008,W45,2024
Product 51,960.0,W45,2024
Product 24,96.0,W45,2024
Product 1413,2505.6,W45,2024
Product 1006,2030.4,W45,2024
Product 872,60.0,W45,2024
Product 872,180.0,W45,2024
Product 872,240.0,W45,2024
Product 872,240.0,W45,2024
Product 1555,1033.76,W45,2024
Product 1475,390.0,W45,2024
Product 1499,78.0,W45,2024
Product 1499,156.0,W45,2024
Product 1499,1248.0,W45,2024
Product 1499,78.0,W45,2024
Product 822,1209.6,W45,2024
Product 1420,1987.2,W45,2024
Product 1431,2030.4,W45,2024
Product 1413,2030.4,W45,2024
Product 1024,43.2,W45,2024
Product 1024,43.2,W45,2024
Product 1024,43.2,W45,2024
Product 1304,950.4,W45,2024
Product 1081,216.0,W45,2024
Product 1081,216.0,W45,2024
Product 1697,43.2,W45,2024
Product 1014,1555.2,W45,2024
Product 1235,691.2,W45,2024
Product 1228,518.4,W45,2024
Product 517,362.88,W45,2024
Product 517,604.8,W45,2024
Product 1933,588.8,W45,2024
Product 1933,1433.6,W45,2024
Product 2322,12.0,W45,2024
Product 67,276.48,W45,2024
Product 394,544.32,W45,2024
Product 136,1987.2,W45,2024
Product 139,864.0,W45,2024
Product 140,1814.4,W45,2024
Product 141,777.6,W45,2024
Product 142,820.8,W45,2024
Product 142,18.9,W45,2024
Product 142,302.4,W45,2024
Product 143,345.6,W45,2024
Product 1417,43.2,W45,2024
Product 1071,950.4,W45,2024
Product 1426,302.4,W45,2024
Product 1935,129.6,W45,2024
Product 1913,46.08,W45,2024
Product 1852,64.8,W45,2024
Product 1852,561.6,W45,2024
Product 327,259.2,W45,2024
Product 328,259.2,W45,2024
Product 329,259.2,W45,2024
Product 330,259.2,W45,2024
Product 1665,51.84,W45,2024
Product 1667,362.88,W45,2024
Product 1667,51.84,W45,2024
Product 1585,604.8,W45,2024
Product 1703,907.2,W45,2024
Product 1834,358.4,W45,2024
Product 1835,409.6,W45,2024
Product 1836,1075.2,W45,2024
Product 892,41.998,W45,2024
Product 698,0.216,W45,2024
Product 697,1.008,W45,2024
Product 1697,129.6,W45,2024
Product 708,86.4,W45,2024
Product 1233,216.0,W45,2024
Product 1026,475.2,W45,2024
Product 1026,43.2,W45,2024
Product 235,1451.52,W45,2024
Product 235,2695.68,W45,2024
Product 1553,36.92,W45,2024
Product 1553,110.76,W45,2024
Product 1553,184.6,W45,2024
Product 1553,184.6,W45,2024
Product 1553,221.52,W45,2024
Product 2232,78.0,W45,2024
Product 268,544.32,W45,2024
Product 273,37.8,W45,2024
Product 267,544.32,W45,2024
Product 271,40.32,W45,2024
Product 271,855.54,W45,2024
Product 269,11.34,W45,2024
Product 269,39.06,W45,2024
Product 269,1389.78,W45,2024
Product 274,302.4,W45,2024
Product 270,39.06,W45,2024
Product 273,209.16,W45,2024
Product 270,229.32,W45,2024
Product 272,544.32,W45,2024
Product 1051,24.0,W45,2024
Product 1481,234.0,W45,2024
Product 1481,42.0,W45,2024
Product 1481,74.0,W45,2024
Product 1487,220.0,W45,2024
Product 1483,37.0,W45,2024
Product 1483,313.0,W45,2024
Product 1481,160.0,W45,2024
Product 1048,30.0,W45,2024
Product 1363,691.2,W45,2024
Product 1837,102.4,W45,2024
Product 2387,234.0,W45,2024
Product 1361,648.0,W45,2024
Product 1362,864.0,W45,2024
Product 1364,432.0,W45,2024
Product 1206,43.2,W45,2024
Product 2089,259.2,W45,2024
Product 295,22.68,W45,2024
Product 295,8.64,W45,2024
Product 295,298.08,W45,2024
Product 26,192.0,W45,2024
Product 58,276.48,W45,2024
Product 698,0.36,W45,2024
Product 1997,43.2,W45,2024
Product 2221,312.0,W45,2024
Product 2232,234.0,W45,2024
Product 507,240.0,W45,2024
Product 507,420.0,W45,2024
Product 1559,369.2,W45,2024
Product 1559,959.92,W45,2024
Product 1558,73.84,W45,2024
Product 1558,73.84,W45,2024
Product 572,60.48,W45,2024
Product 572,362.88,W45,2024
Product 573,60.48,W45,2024
Product 573,120.96,W45,2024
Product 574,544.32,W45,2024
Product 576,181.44,W45,2024
Product 576,362.88,W45,2024
Product 583,60.48,W45,2024
Product 582,362.88,W45,2024
Product 592,60.48,W45,2024
Product 594,60.48,W45,2024
Product 594,423.36,W45,2024
Product 577,120.96,W45,2024
Product 577,423.36,W45,2024
Product 1386,302.4,W45,2024
Product 1347,1044.0,W45,2024
Product 1229,259.2,W45,2024
Product 1245,518.4,W45,2024
Product 260,1.08,W45,2024
Product 260,19.44,W45,2024
Product 260,155.52,W45,2024
Product 348,181.44,W45,2024
Product 1407,475.2,W45,2024
Product 1408,302.4,W45,2024
Product 1409,302.4,W45,2024
Product 1410,561.6,W45,2024
Product 1369,345.6,W45,2024
Product 1370,216.0,W45,2024
Product 1371,388.8,W45,2024
Product 1372,302.4,W45,2024
Product 1353,345.6,W45,2024
Product 1354,302.4,W45,2024
Product 1378,388.8,W45,2024
Product 1379,1036.8,W45,2024
Product 1380,259.2,W45,2024
Product 1381,820.8,W45,2024
Product 1382,950.4,W45,2024
Product 2156,81.0,W45,2024
Product 2163,324.0,W45,2024
Product 2163,405.0,W45,2024
Product 516,362.88,W45,2024
Product 13,100.0,W45,2024
Product 58,69.12,W45,2024
Product 136,10.8,W45,2024
Product 139,10.8,W45,2024
Product 603,21.0,W45,2024
Product 1371,5.76,W45,2024
Product 1372,5.76,W45,2024
Product 1377,5.76,W45,2024
Product 1378,5.76,W45,2024
Product 1380,10.08,W45,2024
Product 955,129.6,W45,2024
Product 955,172.8,W45,2024
Product 956,172.8,W45,2024
Product 956,172.8,W45,2024
Product 710,777.6,W45,2024
Product 710,302.4,W45,2024
Product 212,20.52,W45,2024
Product 507,60.0,W45,2024
Product 41,192.0,W45,2024
Product 50,96.0,W45,2024
Product 904,1944.0,W45,2024
Product 2156,81.0,W45,2024
Product 2165,81.0,W45,2024
Product 2205,2.0,W45,2024
Product 2205,294.0,W45,2024
Product 2226,234.0,W45,2024
Product 1731,322.56,W45,2024
Product 614,12.0,W45,2024
Product 1104,30.303,W45,2024
Product 603,31.5,W45,2024
Product 612,17.5,W45,2024
Product 612,25.5,W45,2024
Product 612,37.0,W45,2024
Product 510,99.6,W45,2024
Product 1145,60.0,W45,2024
Product 896,5.44,W45,2024
Product 896,43.52,W45,2024
Product 896,87.04,W45,2024
Product 896,18.36,W45,2024
Product 596,30.0,W45,2024
Product 599,5.0,W45,2024
Product 904,6004.8,W45,2024
Product 1030,1512.0,W45,2024
Product 905,20.16,W45,2024
Product 905,1176.48,W45,2024
Product 15,1152.0,W45,2024
Product 242,924.0,W45,2024
Product 277,3628.8,W45,2024
Product 516,302.4,W45,2024
Product 516,120.96,W45,2024
Product 962,86.4,W45,2024
Product 2155,162.0,W45,2024
Product 2155,648.0,W45,2024
Product 1553,701.48,W45,2024
Product 1553,1255.28,W45,2024
Product 1553,1070.68,W45,2024
Product 1212,216.0,W45,2024
Product 341,1028.16,W45,2024
Product 342,302.4,W45,2024
Product 340,483.84,W45,2024
Product 343,302.4,W45,2024
Product 175,1036.8,W45,2024
Product 177,460.8,W45,2024
Product 168,268.8,W45,2024
Product 477,230.4,W45,2024
Product 712,43.2,W45,2024
Product 712,518.4,W45,2024
Product 1821,33.28,W45,2024
Product 1821,15.36,W45,2024
Product 1833,204.8,W45,2024
Product 1077,518.4,W45,2024
Product 2226,78.0,W45,2024
Product 1633,172.8,W45,2024
Product 1634,950.4,W45,2024
Product 1635,1036.8,W45,2024
Product 1636,129.6,W45,2024
Product 1637,86.4,W45,2024
Product 1148,42.0,W45,2024
Product 1148,18.0,W45,2024
Product 2342,7.56,W45,2024
Product 622,32.0,W45,2024
Product 622,28.0,W45,2024
Product 631,49.0,W45,2024
Product 631,11.0,W45,2024
Product 1694,1.44,W45,2024
Product 31,192.0,W45,2024
Product 44,480.0,W45,2024
Product 55,576.0,W45,2024
Product 55,96.0,W45,2024
Product 241,66.0,W45,2024
Product 151,64.9,W45,2024
Product 151,79.2,W45,2024
Product 214,1451.52,W45,2024
Product 356,1399.68,W45,2024
Product 1543,11.52,W45,2024
Product 1205,1339.2,W45,2024
Product 516,7.56,W45,2024
Product 516,52.92,W45,2024
Product 2056,86.4,W45,2024
Product 962,648.0,W45,2024
Product 620,23.5,W45,2024
Product 1265,12.6,W45,2024
Product 1867,21.60000000000002,W45,2024
Product 905,1252.8,W45,2024
Product 1587,86.4,W45,2024
Product 2159,57.0,W45,2024
Product 2159,70.0,W45,2024
Product 1950,86.40000000000009,W45,2024
Product 72,827.52,W45,2024
Product 795,150.0,W45,2024
Product 795,605.0,W45,2024
Product 834,360.0,W45,2024
Product 834,360.0,W45,2024
Product 839,432.0,W45,2024
Product 839,345.6,W45,2024
Product 839,216.0,W45,2024
Product 2153,1360.0,W45,2024
Product 2153,60.0,W45,2024
Product 2153,560.0,W45,2024
Product 2153,73.0,W45,2024
Product 1862,453.6,W45,2024
Product 1863,345.6,W45,2024
Product 1923,358.4,W45,2024
Product 1921,537.6,W45,2024
Product 1931,384.0,W45,2024
Product 1931,51.2,W45,2024
Product 1926,281.6,W45,2024
Product 1749,47.52,W45,2024
Product 1859,151.2,W45,2024
Product 1910,370.56,W45,2024
Product 1549,36.92,W45,2024
Product 1613,129.6,W45,2024
Product 1613,345.6,W45,2024
Product 1008,1166.4,W45,2024
Product 2024,43.2,W45,2024
Product 2024,43.2,W45,2024
Product 2024,216.0,W45,2024
Product 2025,422.28,W45,2024
Product 2025,39.96,W45,2024
Product 2025,345.6,W45,2024
Product 2025,129.6,W45,2024
Product 2025,12.96,W45,2024
Product 2025,28.08,W45,2024
Product 2026,86.4,W45,2024
Product 2026,43.2,W45,2024
Product 2049,86.4,W45,2024
Product 2049,172.8,W45,2024
Product 2050,259.2,W45,2024
Product 2051,86.4,W45,2024
Product 2051,43.2,W45,2024
Product 2097,129.6,W45,2024
Product 2097,129.6,W45,2024
Product 2098,86.4,W45,2024
Product 1931,332.8,W45,2024
Product 1933,87.68,W45,2024
Product 848,120.0,W45,2024
Product 848,300.0,W45,2024
Product 1938,299.52,W45,2024
Product 1938,1244.16,W45,2024
Product 744,13.2,W45,2024
Product 744,10.8,W45,2024
Product 744,240.0,W45,2024
Product 1057,720.0,W45,2024
Product 1058,600.0,W45,2024
Product 1058,120.0,W45,2024
Product 1058,480.0,W45,2024
Product 1565,73.84,W45,2024
Product 1565,516.88,W45,2024
Product 1565,36.92,W45,2024
Product 1566,258.44,W45,2024
Product 1566,738.4,W45,2024
Product 1566,590.72,W45,2024
Product 1316,172.8,W45,2024
Product 1317,43.2,W45,2024
Product 1318,1036.8,W45,2024
Product 2168,567.0,W45,2024
Product 2168,162.0,W45,2024
Product 2168,41.0,W45,2024
Product 2168,53.0,W45,2024
Product 2168,486.0,W45,2024
Product 1807,486.4,W45,2024
Product 1599,518.4,W45,2024
Product 1841,504.0,W45,2024
Product 1839,12.96,W45,2024
Product 1839,491.04,W45,2024
Product 1288,950.4,W45,2024
Product 1931,576.0,W45,2024
Product 1933,510.08,W45,2024
Product 1933,65.92,W45,2024
Product 1014,18.36,W45,2024
Product 1014,953.64,W45,2024
Product 1288,432.0,W45,2024
Product 1866,576.0,W45,2024
Product 1865,17.28,W45,2024
Product 1865,558.72,W45,2024
Product 1863,14.4,W45,2024
Product 1863,561.6,W45,2024
Product 1859,1080.0,W45,2024
Product 1860,1080.0,W45,2024
Product 1861,1080.0,W45,2024
Product 356,1010.88,W45,2024
Product 311,30.24,W45,2024
Product 311,617.76,W45,2024
Product 960,15.12,W45,2024
Product 960,956.88,W45,2024
Product 1920,576.0,W45,2024
Product 1922,12.8,W45,2024
Product 1922,563.2,W45,2024
Product 1921,5.12,W45,2024
Product 1921,570.88,W45,2024
Product 1909,576.0,W45,2024
Product 1910,576.0,W45,2024
Product 1911,22.4,W45,2024
Product 1911,553.6,W45,2024
Product 955,993.6,W45,2024
Product 955,993.6,W45,2024
Product 956,475.2,W45,2024
Product 956,691.2,W45,2024
Product 957,734.4,W45,2024
Product 957,1425.6,W45,2024
Product 958,432.0,W45,2024
Product 958,1123.2,W45,2024
Product 315,1140.48,W45,2024
Product 279,716.94,W45,2024
Product 1055,600.0,W45,2024
Product 1055,600.0,W45,2024
Product 1055,840.0,W45,2024
Product 1055,900.0,W45,2024
Product 1055,1200.0,W45,2024
Product 279,1938.0,W45,2024
Product 1055,900.0,W45,2024
Product 1055,1260.0,W45,2024
Product 1055,1200.0,W45,2024
Product 1055,240.0,W45,2024
Product 1055,1500.0,W45,2024
Product 1055,2460.0,W45,2024
Product 1055,1860.0,W45,2024
Product 1286,388.8,W45,2024
Product 347,2116.8,W45,2024
Product 1016,43.2,W45,2024
Product 1016,7.56,W45,2024
Product 1016,489.24,W45,2024
Product 1015,32.4,W45,2024
Product 1015,939.6,W45,2024
Product 1014,950.4,W45,2024
Product 1014,950.4,W45,2024
Product 1013,950.4,W45,2024
Product 1013,950.4,W45,2024
Product 1322,950.4,W45,2024
Product 1027,144.0,W45,2024
Product 962,32.4,W45,2024
Product 1289,4.32,W45,2024
Product 1287,1.44,W45,2024
Product 347,829.44,W45,2024
Product 347,2799.36,W45,2024
Product 1808,576.0,W45,2024
Product 279,28.98,W45,2024
Product 279,1512.0,W45,2024
Product 1806,576.0,W45,2024
Product 347,22.68,W45,2024
Product 278,32.76,W45,2024
Product 279,39.06,W45,2024
Product 1013,388.8,W45,2024
Product 311,518.4,W45,2024
Product 311,2.16,W45,2024
Product 311,19.44,W45,2024
Product 1322,288.0,W45,2024
Product 1027,432.0,W45,2024
Product 325,531.36,W45,2024
Product 325,8.64,W45,2024
Product 1807,282.24,W45,2024
Product 1766,8.64,W45,2024
Product 1766,10.8,W45,2024
Product 1767,19.44,W45,2024
Product 1840,504.0,W45,2024
Product 1765,14.4,W45,2024
Product 1862,576.0,W45,2024
Product 1864,576.0,W45,2024
Product 347,120.96,W45,2024
Product 278,37.8,W45,2024
Product 278,839.16,W45,2024
Product 278,1529.64,W45,2024
Product 356,177.12,W45,2024
Product 1016,432.0,W45,2024
Product 1015,963.36,W45,2024
Product 1015,8.64,W45,2024
Product 325,648.0,W45,2024
Product 1923,563.2,W45,2024
Product 1923,12.8,W45,2024
Product 1286,10.08,W45,2024
Product 326,1140.48,W45,2024
Product 2013,129.6,W45,2024
Product 2106,648.0,W45,2024
Product 368,518.4,W45,2024
Product 366,673.92,W45,2024
Product 471,1607.04,W45,2024
Product 1953,168.0,W45,2024
Product 16,384.0,W45,2024
Product 38,480.0,W45,2024
Product 365,881.28,W45,2024
Product 533,432.0,W45,2024
,486.4,W44,2024
Product 1549,28.4,W44,2024
Product 1549,28.4,W44,2024
Product 1549,28.4,W44,2024
Product 1549,35.5,W44,2024
Product 1549,333.7,W44,2024
Product 1549,19.88,W44,2024
Product 1549,738.4,W44,2024
Product 1549,31.24,W44,2024
Product 1549,661.72,W44,2024
Product 1553,1.42,W44,2024
Product 1553,5.68,W44,2024
Product 1553,5.68,W44,2024
Product 1553,258.44,W44,2024
Product 1553,11.36,W44,2024
Product 1553,335.12,W44,2024
Product 1922,1945.6,W44,2024
Product 1924,409.6,W44,2024
Product 2119,432.0,W44,2024
Product 1554,22.72,W44,2024
Product 1554,25.56,W44,2024
Product 1554,28.4,W44,2024
Product 1554,34.08,W44,2024
Product 1554,313.82,W44,2024
Product 1554,391.92,W44,2024
Product 1749,47.52,W44,2024
Product 1749,1188.0,W44,2024
Product 1135,21.212,W44,2024
Product 1782,614.4,W44,2024
Product 14,100.0,W44,2024
Product 1555,184.6,W44,2024
Product 1555,221.52,W44,2024
Product 1555,221.52,W44,2024
Product 1555,258.44,W44,2024
Product 1555,258.44,W44,2024
Product 1555,258.44,W44,2024
Product 1555,26.98,W44,2024
Product 1555,1689.8,W44,2024
Product 1861,799.2,W44,2024
Product 1931,25.6,W44,2024
Product 1931,153.6,W44,2024
Product 1933,9.6,W44,2024
Product 1933,102.4,W44,2024
Product 1933,20.48,W44,2024
Product 1933,134.4,W44,2024
Product 1057,60.0,W44,2024
Product 1057,60.0,W44,2024
Product 1057,60.0,W44,2024
Product 1057,120.0,W44,2024
Product 1057,180.0,W44,2024
Product 1565,332.28,W44,2024
Product 1565,553.8,W44,2024
Product 1565,996.84,W44,2024
Product 1566,147.68,W44,2024
Product 1566,147.68,W44,2024
Product 1566,184.6,W44,2024
Product 1566,184.6,W44,2024
Product 1566,221.52,W44,2024
Product 1555,7.1,W44,2024
Product 1555,14.2,W44,2024
Product 1555,5.68,W44,2024
Product 1555,19.88,W44,2024
Product 1555,103.66,W44,2024
Product 13,200.0,W44,2024
Product 1349,216.0,W44,2024
Product 2100,1036.8,W44,2024
Product 1555,302.46,W44,2024
Product 1555,1292.2,W44,2024
Product 1555,8.52,W44,2024
Product 1555,14.2,W44,2024
Product 1555,231.46,W44,2024
Product 326,19.44,W44,2024
Product 326,4.32,W44,2024
Product 278,4838.4,W44,2024
Product 1911,998.4,W44,2024
Product 1859,669.6,W44,2024
